order_id,customer_id,region,product_category,quantity,unit_price,currency,discount_code,order_date
ORD-32688,CUST-3786,India,Fashion,6,96.75,USD,,2024-01-30
ORD-24421,CUST-4151,India,Fashion,19,282.39,USD,,2023-12-19
ORD-17524,CUST-2987,India,Ind.,25,50.48,USD,,2023-08-28
ORD-96541,CUST-4194,Europe,Industrial,23,15.01,EUR,,2023-08-23
ORD-67396,CUST-2128,India,Office,12,317.91,USD,,2024-10-05
ORD-40173,CUST-2432,India,Electronics,31,153.02,USD,,09/01/2024
ORD-90779,CUST-4067,India,Home & Kitchen,29,384.17,USD,,2024-11-07
ORD-70131,CUST-2312,ASEAN,electronics,12,61.74,USD,,2024-08-15
ORD-70777,CUST-3904,India,Electronics,11,237.89,USD,DISC80,2024-06-21
ORD-83739,CUST-3973,Europe,Office,18,137.78,USD,,2024-02-21
ORD-51563,CUST-2060,ASEAN ,Electronics,37,11.55,USD,,Unknown
ORD-91751,CUST-4009,Europe,H&K,3,482.52,EUR,,27/06/2024
ORD-48684,CUST-1674,India,Office,15,357.86,INR,,31/01/2023
ORD-72405,CUST-3871,Europe,Electronics,33,204.95,USD,,5/30/2024
ORD-91077,CUST-2384,India,Fashion,31,314.09,USD,,2024-05-17
ORD-28151,CUST-2539,ASEAN,Electronics,11,411.26,USD,,2023-07-18
ORD-57809,CUST-4767,Europe,Electronics,44,423.0,EUR,,06/11/2024
ORD-70348,CUST-2280,ASEAN,Fashion,31,215.91,USD,,2024-05-14
ORD-43930,CUST-4732,ASEAN,Elec.,25,458.2,USD,DISC33,2023-06-16
ORD-12955,CUST-4126,Europe,Office,18,37.25,USD,,10/30/2024
ORD-67510,CUST-1179,Europe,Home & Kitchen,15,163.22,EUR,,2023-04-15
ORD-68290,CUST-1802,Europe,Electronics,31,257.84,USD,,Unknown
ORD-25906,CUST-2785,India,Office,8,230.15,USD,,2023-01-28
ORD-55735,CUST-1425,India,Home & Kitchen,5,307.23,USD,,09/04/2024
ORD-26512,CUST-3826,Europe,Ind.,42,242.8,EUR,DISC68,2023-04-20
ORD-97975,CUST-2375,India ,Office,6,400.45,USD,,29/10/2023
ORD-20637,CUST-3759,ASEAN,Electronics,32,366.86,USD,,19/02/2023
ORD-13791,CUST-3936,ASEAN,Office,5,480.32,USD,DISC48,2024-04-11
ORD-44058,CUST-1199,ASEAN,Fashion,22,64.02,USD,,2024-09-18
ORD-26224,CUST-2444,India,Electronics,10,82.45,USD,DISC85,03/09/2023
ORD-80395,CUST-4844,Europe,Fashion,11,289.78,USD,DISC73,2023-08-16
ORD-14628,CUST-4450,ASEAN,Office,5,109.66,USD,,2023-08-26
ORD-17212,CUST-3718,ASEAN,Office,37,121.75,USD,,2024-07-24
ORD-47308,CUST-3661,ASEAN ,Electronics,35,495.93,USD,DISC36,2023-05-19
ORD-13588,CUST-3168,Europe,Fashion,47,294.65,USD,DISC15,2023-08-16
ORD-89599,CUST-2391,ASEAN,Home & Kitchen,36,448.22,USD,,2024-11-29
ORD-13622,CUST-1806,Europe,Fashion,5,293.18,USD,,2024-03-25
ORD-70933,CUST-2821,India,Fashion,7,196.96,USD,,08/09/2024
ORD-14912,CUST-2417,India,Office,5,31.61,INR,DISC85,2024-03-06
ORD-28551,CUST-2591,Europe,Electronics,38,486.37,USD,,2023-08-05
ORD-86810,CUST-1923,ASEAN,Fashion,18,151.06,USD,,12/07/2023
ORD-10688,CUST-3701,ASEAN,Electronics,9,276.69,USD,,2023-12-27
ORD-49509,CUST-1905,India,Industrial,19,297.37,USD,,2023-10-19
ORD-40297,CUST-3081,ASEAN,Home & Kitchen,37,173.4,USD,DISC77,2024-09-07
ORD-32149,CUST-4835,ASEAN,ELECTRONICS,7,422.81,USD,DISC60,7/9/2024
ORD-27665,CUST-3356,India,Fashion,13,199.81,USD,,Unknown
ORD-16122,CUST-3539,India,Electronics,11,128.91,USD,DISC64,
ORD-79506,CUST-1576,ASEAN,Electronics,41,278.0,USD,,2024-05-08
ORD-85662,CUST-3506,ASEAN,fashion ,47,432.73,USD,,2024-05-02
ORD-79684,CUST-4608,Europe,Home & Kitchen,39,483.43,USD,,2023-09-10
ORD-62730,CUST-2255,Europe,Home & Kitchen,31,381.12,USD,,2024-03-17
ORD-54091,CUST-4636,Europe,H&K,40,227.92,USD,DISC24,2023-06-26
ORD-66137,CUST-1568,India,Office,43,233.92,USD,,4/29/2023
ORD-90640,CUST-4430,ASEAN,Electronics,37,10.12,USD,,
ORD-94887,CUST-1654,Europe,Home & Kitchen,29,,USD,,2024-08-24
ORD-16964,CUST-4909,Europe,Home & Kitchen,28,212.99,EUR,,2024-09-14
ORD-37991,CUST-1350,ASEAN,Fashion,33,258.82,USD,,2023-08-09
ORD-27497,CUST-3308,Europe,fashion,38,80.46,USD,,30/04/2024
ORD-12912,CUST-4161,India,Fashion,19,283.83,USD,,2023-08-08
ORD-84386,CUST-2046,Europe,Electronics,32,435.2,USD,,14/04/2024
ORD-99434,CUST-3336,India,Fashion,25,118.08,USD,,09/09/2023
ORD-29078,CUST-3862,India,office supplies,20,465.81,INR,,6/27/2024
ORD-19074,CUST-4867,ASEAN,Ind.,11,215.17,USD,,10/27/2023
ORD-16498,CUST-4468,ASEAN,Electronics ,21,461.61,USD,,2024-03-06
ORD-66640,CUST-2219,India,electronics,18,294.14,USD,,2024-04-23
ORD-24731,CUST-4164,ASEAN,Home & Kitchen ,13,415.37,USD,,2023-03-23
ORD-17273,CUST-2337,Europe,Office,37,232.31,USD,,2024-06-03
ORD-67310,CUST-4871,Europe,kitchen,48,191.02,EUR,DISC57,2024-04-15
ORD-23721,CUST-2483,ASEAN,Fashion,14,307.64,USD,,2023-02-14
ORD-85919,CUST-1505,India,office supplies,30,341.29,INR,,4/3/2024
ORD-97129,CUST-3586,India,ELECTRONICS,26,273.91,INR,,31/05/2023
ORD-30220,CUST-1373,Europe,Electronics,27,407.91,EUR,,2024-03-20
ORD-52939,CUST-3424,Europe,Industrial,11,332.93,EUR,,2024-06-27
ORD-22805,CUST-3659,ASEAN,Off.,24,89.93,USD,,04/06/2023
ORD-18560,CUST-2073,India,Home & Kitchen,3,383.62,INR,,03/05/2024
ORD-59744,CUST-4829,Europe,Home & Kitchen,9,256.31,USD,,04/11/2023
ORD-85258,CUST-1116,India,Electronics,26,458.54,USD,,2023-06-13
ORD-82675,CUST-4957,Europe,Home & Kitchen,33,431.05,EUR,,19/02/2024
ORD-71278,CUST-2770,ASEAN,Elec.,30,454.22,USD,,2024-05-04
ORD-74723,CUST-2173,India,Home & Kitchen,1,431.39,USD,DISC30,2023-05-14
ORD-39763,CUST-4085,ASEAN,Fashion,11,268.6,USD,,Unknown
ORD-49315,CUST-3190,Europe ,Electronics,19,307.74,USD,,2023-11-26
ORD-12659,CUST-1755,ASEAN,Home & Kitchen,16,401.84,USD,DISC99,19/10/2024
ORD-95300,CUST-1732,ASEAN,Fashion,48,375.29,USD,,2023-11-19
ORD-58113,CUST-4447,Europe,Home & Kitchen,33,206.49,USD,,2024-11-16
ORD-95068,CUST-4560,Europe,Electronics,32,151.56,USD,,
ORD-93688,CUST-4783,Europe,Fashion,42,211.81,USD,,15/09/2023
ORD-39428,CUST-3468,India,Fashion,45,433.76,USD,,11/10/2023
ORD-12335,CUST-4660,Europe,Fashion,2,296.51,EUR,,31/03/2023
ORD-94552,CUST-2968,Europe,electronics,14,296.29,USD,,2023-03-25
ORD-65047,CUST-4672,India,Industrial,19,462.28,USD,,2024-01-11
ORD-39148,CUST-4085,India,electronics,21,448.38,USD,,2023-09-05
ORD-65367,CUST-1900,India,Fashion,40,491.74,USD,,Unknown
ORD-44218,CUST-2915,ASEAN,Home & Kitchen,3,382.71,USD,,2024-03-15
ORD-14696,CUST-1126,India,Home,5,11.37,USD,,2024-02-12
ORD-88205,CUST-4060,ASEAN,Industrial,46,449.33,USD,,2023-06-11
ORD-59922,CUST-2859,Europe,Office,49,404.48,USD,,2024-10-06
ORD-93080,CUST-1117,ASEAN,Office,23,479.51,USD,,05/05/2024
ORD-12663,CUST-2300,India,Fashion,16,237.54,USD,,Unknown
ORD-82487,CUST-3954,India,Home & Kitchen,34,44.84,USD,,2024-03-17
ORD-27770,CUST-3542,ASEAN,Office,24,15.43,USD,,2024-02-17
ORD-54618,CUST-4870,India,Office,34,42.77,INR,,25/07/2024
ORD-88875,CUST-2353,Europe,fashion,33,265.68,USD,DISC37,10/17/2023
ORD-71501,CUST-3843,India,Home & Kitchen,38,186.34,USD,,2023-09-09
ORD-84747,CUST-2033,India,electronics,28,366.7,USD,,2024-04-20
ORD-26479,CUST-1799,Europe,ELECTRONICS,2,345.54,USD,DISC84,2023-02-19
ORD-16094,CUST-2994,Europe,Office,23,150.26,USD,,2023-11-17
ORD-12404,CUST-2833,Europe,fashion,15,216.91,USD,,2023-04-13
ORD-88866,CUST-1646,India,Industrial,44,214.4,INR,DISC73,26/03/2024
ORD-19354,CUST-1362,Europe,Fashion,10,200.31,EUR,,2023-05-23
ORD-95605,CUST-4470,ASEAN,Home & Kitchen,11,254.12,USD,,
ORD-46729,CUST-3041,India,Fashion,16,416.79,USD,DISC45,2023-09-07
ORD-46010,CUST-2139,India,Electronics,13,414.85,USD,,2023-08-20
ORD-41961,CUST-4144,India,Office,40,59.14,USD,,2023-03-22
ORD-23352,CUST-2753,ASEAN,Fashion,6,,USD,,2024-04-26
ORD-72244,CUST-3247,India,Office,10,400.9,INR,DISC14,03/11/2023
ORD-27812,CUST-2647,India,Fashion,1,337.26,USD,DISC53,2023-05-02
ORD-24456,CUST-1478,India,Fashion,43,423.2,USD,DISC65,1/2/2024
ORD-60798,CUST-4281,Europe,Electronics,1,453.69,EUR,,2023-06-30
ORD-41442,CUST-1606,India,Electronics,16,,USD,,2023-04-08
ORD-78776,CUST-4824,India,Electronics,41,276.57,INR,DISC85,2024-06-10
ORD-46722,CUST-4117,ASEAN,kitchen,19,93.85,USD,,26/02/2024
ORD-83008,CUST-2098,Europe,Office,34,320.3,USD,,2024-03-04
ORD-17907,CUST-3722,Europe ,Industrial,32,420.56,USD,DISC73,13/02/2023
ORD-13101,CUST-4787,Europe,Elec.,35,388.9,EUR,,9/10/2023
ORD-57760,CUST-2268,Europe,Electronics,3,243.49,EUR,,2024-07-03
ORD-59056,CUST-3208,Europe,Fashion,10,427.7,USD,,13/06/2024
ORD-73199,CUST-4223,India,Fashion,9,75.86,USD,,2023-03-25
ORD-40572,CUST-1669,Europe,Electronics,18,46.17,USD,,2024-01-03
ORD-63089,CUST-3459,ASEAN,Fashion,37,221.49,USD,,8/13/2024
ORD-13548,CUST-1164,India,Electronics ,30,,USD,,2024-04-22
ORD-74560,CUST-4482,ASEAN,Office ,15,118.04,USD,,29/05/2023
ORD-16645,CUST-3565,Europe,Fashion,31,210.44,USD,,2024-10-26
ORD-44537,CUST-1459,ASEAN ,Electronics,41,134.76,USD,DISC78,10/16/2023
ORD-39818,CUST-2437,Europe,Electronics,34,317.88,USD,,1/24/2023
ORD-13412,CUST-4246,India,Electronics,2,58.12,INR,,2024-08-18
ORD-68926,CUST-3784,India,Elec.,32,111.57,USD,,7/11/2024
ORD-51148,CUST-4222,Europe,Industrial,17,96.86,USD,,9/27/2023
ORD-63366,CUST-4104,ASEAN,Office,33,437.71,USD,,27/06/2024
ORD-37447,CUST-1221,ASEAN,Fashion,33,17.72,USD,,4/17/2023
ORD-98440,CUST-3482,Europe,Fashion,21,165.56,USD,,03/09/2023
ORD-66352,CUST-3366,India,Fash.,18,365.05,USD,DISC39,14/06/2024
ORD-55848,CUST-1993,India,Office,20,468.29,USD,DISC58,2024-03-15
ORD-67857,CUST-3451,India,Home & Kitchen,39,35.11,USD,,2024-07-07
ORD-31357,CUST-4798,India,Fashion,2,490.59,USD,,2023-07-02
ORD-21720,CUST-4361,ASEAN,Office,30,94.06,USD,,25/03/2024
ORD-11111,CUST-3228,India,Electronics,28,139.13,USD,,2024-04-28
ORD-90762,CUST-4175,Europe,Industrial ,44,326.18,EUR,,2023-08-29
ORD-67164,CUST-3067,Europe ,fashion,14,144.38,EUR,DISC14,Unknown
ORD-66679,CUST-1331,Europe,Home & Kitchen,25,208.16,USD,,2024-05-09
ORD-94595,CUST-1074,Europe,Fashion,21,100.94,EUR,DISC93,2024-09-29
ORD-12912,CUST-4161,India,Fashion,19,283.83,USD,,2023-08-08
ORD-18265,CUST-4607,Europe,Electronics,1,107.9,USD,,08/11/2023
ORD-86131,CUST-1207,Europe,Office,18,240.44,EUR,,2023-02-08
ORD-26477,CUST-2685,India,Office,6,358.62,INR,,2023-06-04
ORD-72272,CUST-1027,Europe,Home ,28,299.23,USD,,2023-12-16
ORD-61792,CUST-3645,ASEAN,Industrial,10,271.9,USD,DISC98,Unknown
ORD-73323,CUST-4840,India,Home & Kitchen,4,400.7,USD,,2023-06-08
ORD-37889,CUST-2700,India,Home & Kitchen,14,263.21,USD,,2024-08-28
ORD-59653,CUST-3514,ASEAN ,Fashion ,8,347.7,USD,,2024-07-07
ORD-77976,CUST-1617,ASEAN,Electronics,23,18.81,USD,,2024-08-31
ORD-97177,CUST-3053,India,Off.,19,373.25,USD,,2024-09-10
ORD-62790,CUST-1941,India,Electronics,32,296.61,INR,,2024-01-07
ORD-92192,CUST-2828,India,electronics,46,,USD,,2024-11-09
ORD-67217,CUST-2011,India,Home & Kitchen,3,441.3,USD,,2023-12-22
ORD-24460,CUST-4813,ASEAN ,Electronics,7,405.73,USD,DISC43,13/01/2024
ORD-44666,CUST-3951,India,Home & Kitchen,42,213.36,USD,,2024-03-25
ORD-90887,CUST-2972,India,Electronics,11,264.37,USD,,2024-10-12
ORD-79834,CUST-1027,Europe,Electronics,27,378.34,EUR,,
ORD-88156,CUST-4679,Europe,Electronics,12,196.97,USD,,2023-08-09
ORD-53050,CUST-3925,India,Home & Kitchen,12,213.14,USD,,4/6/2023
ORD-18146,CUST-2508,ASEAN,Office,40,441.75,USD,,2023-05-10
ORD-12799,CUST-3635,India,Office ,1,231.28,USD,DISC33,2023-03-24
ORD-30301,CUST-2880,India,Home & Kitchen,45,190.65,INR,,2023-10-10
ORD-10448,CUST-1649,Europe,Office,13,364.06,EUR,,2023-06-18
ORD-38302,CUST-3098,India,Home & Kitchen,28,221.24,USD,DISC53,2023-03-12
ORD-90326,CUST-3050,India,Office,23,80.99,USD,,2024-02-14
ORD-67390,CUST-3185,Europe,Office,49,211.36,USD,DISC57,2024-11-12
ORD-40580,CUST-2945,India,Home & Kitchen,37,25.67,USD,,2023-03-02
ORD-53499,CUST-3640,Europe,kitchen,21,,EUR,,2023-06-21
ORD-75846,CUST-2836,ASEAN,Electronics ,48,321.01,USD,,5/1/2024
ORD-21643,CUST-3131,ASEAN,Fashion,31,65.69,USD,,2024-09-30
ORD-71320,CUST-1604,Europe,Fashion,44,403.66,USD,,20/04/2024
ORD-62980,CUST-3750,India,Home & Kitchen,46,399.08,USD,DISC24,05/01/2023
ORD-66662,CUST-3149,Europe,Office,29,416.05,USD,DISC37,2023-08-17
ORD-26357,CUST-4894,ASEAN,Industrial,23,479.66,USD,,2024-06-23
ORD-70147,CUST-2909,India,Office,38,418.89,USD,,2023-10-21
ORD-43223,CUST-2319,ASEAN,Electronics,41,102.64,USD,,2023-08-02
ORD-30901,CUST-1372,ASEAN,Fashion,27,249.49,USD,,2023-02-27
ORD-81535,CUST-3749,Europe,Home,1,,USD,,2023-02-23
ORD-61640,CUST-3802,India ,Fashion,25,475.62,INR,,2024-08-05
ORD-29474,CUST-2961,Europe,Fashion,38,118.37,USD,DISC64,6/18/2024
ORD-83566,CUST-1015,ASEAN,Office,27,336.44,USD,,2024-09-29
ORD-20162,CUST-2732,ASEAN,Fashion,40,,USD,,2024-11-02
ORD-49427,CUST-2173,ASEAN,industrial,25,89.24,USD,,2/26/2024
ORD-13639,CUST-4947,Europe,Electronics,19,388.11,EUR,DISC84,9/26/2024
ORD-46144,CUST-2051,ASEAN ,Industrial,48,32.03,USD,,2024-07-31
ORD-87771,CUST-2849,ASEAN,Electronics,4,199.9,USD,,4/4/2023
ORD-89310,CUST-2035,Europe,Electronics ,43,22.16,USD,,2023-08-31
ORD-58691,CUST-4587,Europe,Electronics,20,148.85,EUR,DISC94,2023-11-29
ORD-62930,CUST-3228,India,Ind.,42,386.8,USD,,6/20/2023
ORD-32670,CUST-1664,Europe,Fashion,33,373.72,USD,DISC77,2023-03-25
ORD-31013,CUST-4514,India,Electronics,49,190.21,USD,,2023-01-26
ORD-95651,CUST-3832,India,Home & Kitchen,29,105.31,USD,,2023-04-08
ORD-54401,CUST-2110,ASEAN,Home & Kitchen,33,120.53,USD,,Unknown
ORD-64627,CUST-3177,Europe,Home & Kitchen,17,192.65,EUR,DISC18,10/14/2023
ORD-26638,CUST-2376,ASEAN,Office ,14,369.02,USD,,2023-05-30
ORD-18114,CUST-4869,India,H&K,26,259.49,USD,,16/06/2024
ORD-52364,CUST-1641,ASEAN,Electronics,10,394.1,USD,DISC73,2024-10-06
ORD-25780,CUST-2002,India,Fashion,49,369.73,USD,DISC37,2024-11-11
ORD-23832,CUST-2225,India,Elec,41,259.56,USD,DISC32,29/11/2024
ORD-20828,CUST-2281,Europe,Electronics,43,447.73,USD,,
ORD-47165,CUST-3966,India,Electronics,32,26.91,INR,,25/06/2023
ORD-81922,CUST-3718,Europe,Home & Kitchen,17,351.72,USD,,2024-09-11
ORD-47231,CUST-3227,India,Home & Kitchen,49,488.85,INR,DISC79,2024-07-24
ORD-52567,CUST-4420,India,Home & Kitchen ,28,,USD,DISC19,03/06/2023
ORD-88269,CUST-3209,ASEAN,Electronics,6,76.78,USD,,2023-11-25
ORD-76250,CUST-3711,ASEAN,Home & Kitchen,30,,USD,DISC33,
ORD-31854,CUST-1029,India,Home & Kitchen,6,445.47,USD,,24/07/2024
ORD-71391,CUST-3960,Europe,Home & Kitchen ,17,479.62,USD,,12/07/2023
ORD-13438,CUST-3003,India,Electronics,19,285.25,USD,,30/10/2023
ORD-77397,CUST-1262,India,Home & Kitchen,13,426.8,USD,,2024-03-05
ORD-64823,CUST-3004,India,Home & Kitchen,12,43.09,USD,,29/05/2023
ORD-66100,CUST-3959,Europe,Electronics,39,353.74,EUR,,2024-10-08
ORD-38610,CUST-1499,Europe,Industrial,36,411.35,USD,,2024-08-11
ORD-51069,CUST-4249,ASEAN,Home,11,453.71,USD,,20/03/2023
ORD-35354,CUST-1281,Europe,Electronics,39,101.69,USD,,2023-03-17
ORD-68029,CUST-1544,India,Fash.,24,462.4,USD,DISC70,02/05/2023
ORD-31148,CUST-4908,ASEAN,Office,5,62.37,USD,,2024-01-02
ORD-43035,CUST-4747,Europe,Electronics,21,482.84,EUR,,10/11/2023
ORD-56444,CUST-1279,ASEAN,ELECTRONICS,12,234.69,USD,,2023-03-23
ORD-85184,CUST-3846,ASEAN,Office,14,193.51,USD,,2023-05-17
ORD-35037,CUST-4091,ASEAN,Fashion,18,237.8,USD,,3/23/2024
ORD-33345,CUST-3066,ASEAN,Electronics,29,133.32,USD,,2024-07-30
ORD-23206,CUST-1031,India,Elec.,19,28.02,USD,DISC17,16/07/2023
ORD-13642,CUST-4941,Europe,Fashion,21,167.9,USD,,2024-11-16
ORD-34591,CUST-3214,ASEAN,electronics,41,187.88,USD,,2023-04-18
ORD-36578,CUST-3202,India,Office,15,121.7,USD,,2024-02-15
ORD-53601,CUST-1874,India,Office,44,190.67,USD,DISC55,2024-09-22
ORD-81681,CUST-1668,India,Elec,14,66.27,USD,DISC83,2023-11-16
ORD-24442,CUST-1423,ASEAN,Fashion,25,65.33,USD,,2023-10-08
ORD-87413,CUST-2357,ASEAN,Home & Kitchen,34,23.29,USD,,2024-07-05
ORD-16197,CUST-3592,India,kitchen,18,17.25,USD,,2023-06-02
ORD-64383,CUST-2510,Europe,Fashion,1,409.6,USD,DISC17,24/09/2023
ORD-41823,CUST-2439,ASEAN,Office,4,362.45,USD,DISC67,2024-03-31
ORD-95862,CUST-1158,ASEAN,Industrial,45,462.47,USD,,2023-12-06
ORD-22866,CUST-1739,ASEAN ,Home & Kitchen ,38,143.39,USD,,29/11/2023
ORD-51855,CUST-3103,ASEAN,office supplies,49,260.53,USD,DISC69,2023-09-24
ORD-98447,CUST-4675,India,Industrial,13,496.46,USD,DISC80,Unknown
ORD-97321,CUST-2340,India,Office,1,380.81,INR,DISC94,2023-02-27
ORD-22512,CUST-4326,ASEAN,Office,11,353.93,USD,,22/10/2023
ORD-67283,CUST-1020,India,Electronics,36,486.49,INR,,2024-04-29
ORD-46060,CUST-2802,India,kitchen,11,489.33,USD,,2023-08-26
ORD-69959,CUST-3532,India,Electronics,28,239.09,USD,,2024-10-12
ORD-58863,CUST-1697,ASEAN,Office,11,440.47,USD,,07/07/2024
ORD-37724,CUST-4349,ASEAN,Fashion,10,12.15,USD,,2023-10-01
ORD-32772,CUST-3703,India,Home & Kitchen,5,296.82,USD,,2023-06-09
ORD-10084,CUST-4120,India,Home & Kitchen,17,364.84,INR,,2023-06-19
ORD-35480,CUST-2548,Europe,fashion,10,87.14,USD,DISC70,2023-08-12
ORD-55736,CUST-1943,Europe,Industrial,39,226.06,EUR,,3/29/2023
ORD-76887,CUST-4398,ASEAN,Home & Kitchen,5,57.29,USD,,2024-09-19
ORD-45075,CUST-1552,ASEAN,Fashion,17,361.56,USD,,2024-03-24
ORD-17935,CUST-1270,ASEAN,Electronics,2,237.6,USD,,2024-02-22
ORD-40910,CUST-1174,ASEAN ,Home & Kitchen,16,321.32,USD,,2023-01-20
ORD-39535,CUST-1886,India,fashion,19,331.16,USD,DISC80,2023-04-18
ORD-27403,CUST-1468,India ,Office,3,138.4,USD,,2024-03-18
ORD-19215,CUST-2344,India,Fashion,21,108.42,INR,,2024-02-17
ORD-73914,CUST-3762,ASEAN,Home & Kitchen,25,29.7,USD,,2023-05-22
ORD-29568,CUST-3193,ASEAN,Electronics,4,145.86,USD,DISC82,2023-02-18
ORD-13092,CUST-4119,ASEAN,Office,37,381.45,USD,DISC74,2023-05-01
ORD-98234,CUST-4337,India,Electronics,19,402.68,USD,,2023-07-27
ORD-28984,CUST-1606,Europe,Office,41,353.15,USD,,2023-05-24
ORD-23576,CUST-2557,ASEAN,Home & Kitchen,12,,USD,,2023-06-15
ORD-76956,CUST-1317,India,Electronics,44,409.57,USD,,2024-05-12
ORD-71820,CUST-3155,ASEAN,Fashion,44,483.78,USD,,2024-08-06
ORD-53784,CUST-4409,India,kitchen,30,21.61,INR,,6/21/2023
ORD-45523,CUST-3889,India,Industrial,41,24.24,USD,DISC85,2024-08-29
ORD-51449,CUST-2238,ASEAN,Home & Kitchen,15,384.27,USD,,2023-01-07
ORD-47783,CUST-2626,India,Electronics,9,,USD,,2023-01-21
ORD-16543,CUST-3236,Europe,Home & Kitchen,48,,EUR,DISC31,2023-11-25
ORD-18948,CUST-4022,ASEAN,Fashion,37,71.66,USD,,2023-08-04
ORD-32180,CUST-3859,ASEAN,H&K,16,103.12,USD,DISC73,08/08/2023
ORD-50851,CUST-2109,ASEAN,fashion,47,297.09,USD,DISC97,2023-12-20
ORD-89442,CUST-4890,Europe ,Electronics,34,82.1,USD,,2024-03-26
ORD-11720,CUST-1993,ASEAN,Fashion,38,448.23,USD,,2023-02-16
ORD-84459,CUST-1190,ASEAN,Electronics,23,60.76,USD,,2023-11-21
ORD-28418,CUST-3376,ASEAN ,Elec.,23,,USD,,2024-04-03
ORD-98177,CUST-3001,India,Off.,1,363.96,INR,DISC93,2024-01-19
ORD-81705,CUST-4415,Europe,Industrial,23,369.85,USD,,2023-04-24
ORD-94077,CUST-2960,Europe,Home & Kitchen,8,287.15,USD,DISC87,2024-02-10
ORD-98841,CUST-3454,ASEAN,Electronics,47,267.42,USD,DISC25,04/08/2024
ORD-93257,CUST-4808,Europe,Electronics,40,,USD,,2023-06-09
ORD-72684,CUST-2904,Europe,Home & Kitchen,30,408.0,USD,,2024-09-24
ORD-75797,CUST-1768,India,Home & Kitchen,4,439.07,USD,,2024-11-27
ORD-44369,CUST-1473,Europe,Home & Kitchen,5,367.67,USD,,2023-03-08
ORD-15288,CUST-3922,ASEAN,Fashion,5,309.41,USD,,2024-04-14
ORD-52405,CUST-3852,ASEAN,Home & Kitchen,32,237.19,USD,,11/19/2023
ORD-17589,CUST-3838,Europe,Electronics,43,205.5,USD,,2024-06-26
ORD-50643,CUST-1292,India,Fashion,34,311.66,INR,DISC41,2023-05-26
ORD-59181,CUST-3878,ASEAN,Elec,19,,USD,DISC33,2023-03-06
ORD-24467,CUST-3775,Europe,Industrial,19,353.48,USD,DISC17,2024-07-21
ORD-99449,CUST-3079,India,Home & Kitchen,16,255.32,USD,,21/03/2023
ORD-62673,CUST-4571,Europe,Electronics,6,15.77,EUR,,2023-11-13
ORD-60127,CUST-3645,ASEAN,Home & Kitchen,15,342.2,USD,,2024-01-01
ORD-51383,CUST-1075,India,Electronics,21,294.76,USD,DISC15,2023-02-27
ORD-63244,CUST-2788,India,H&K,8,35.65,USD,,2024-07-02
ORD-71205,CUST-1614,ASEAN,Home & Kitchen,38,355.8,USD,,14/08/2023
ORD-42260,CUST-2612,Europe,Electronics,11,305.41,EUR,,2024-01-01
ORD-59633,CUST-3314,ASEAN,Home & Kitchen,25,333.43,USD,,2023-06-25
ORD-16346,CUST-1758,Europe,Home & Kitchen,5,96.8,USD,,2023-11-08
ORD-97682,CUST-2318,India,Fashion,45,475.52,INR,,2/1/2023
ORD-40539,CUST-2272,India,Home & Kitchen,33,,USD,DISC30,2024-11-02
ORD-15983,CUST-1635,Europe,Fashion,44,495.43,USD,,
ORD-27832,CUST-4247,ASEAN,Electronics,48,401.06,USD,DISC28,2024-04-06
ORD-29765,CUST-3678,Europe ,Industrial,6,89.68,EUR,,2023-10-05
ORD-92522,CUST-3607,Europe,Electronics ,22,407.02,USD,DISC58,2023-08-31
ORD-13002,CUST-3091,India,Industrial,24,320.46,USD,DISC48,9/18/2023
ORD-69830,CUST-2176,India,Off.,49,100.85,INR,,2024-08-10
ORD-61043,CUST-4434,ASEAN,Home & Kitchen,7,292.13,USD,,Unknown
ORD-74280,CUST-1993,Europe,Fashion,44,,EUR,,Unknown
ORD-86875,CUST-3745,India,Industrial,6,237.98,USD,DISC56,2023-12-15
ORD-51173,CUST-4289,Europe,ELECTRONICS,46,252.35,USD,,2024-02-19
ORD-34878,CUST-4935,Europe,Fashion,15,268.5,EUR,,2024-08-15
ORD-16149,CUST-1345,India,Home & Kitchen ,36,332.32,USD,,2023-01-22
ORD-77779,CUST-3023,Europe,Office,28,169.14,USD,,2023-10-20
ORD-84567,CUST-4515,ASEAN,Home & Kitchen,24,265.81,USD,,2023-07-01
ORD-47391,CUST-3113,Europe,Electronics,22,,USD,,2024-04-26
ORD-62901,CUST-4339,India,Home,24,311.04,INR,,2024-10-05
ORD-10654,CUST-3283,India,Electronics,30,23.25,INR,,2024-04-24
ORD-56254,CUST-1595,ASEAN,Office,26,304.35,USD,DISC11,2023-12-11
ORD-71523,CUST-2523,Europe,Home & Kitchen,35,193.03,USD,,2023-01-25
ORD-39901,CUST-1213,India,Fashion,36,,USD,,2023-08-21
ORD-10526,CUST-1167,India,Fashion,12,414.77,INR,,2023-12-18
ORD-42473,CUST-2311,India,Office,30,26.71,USD,DISC47,2023-01-14
ORD-80834,CUST-2589,Europe,Office,36,133.24,EUR,DISC60,2023-04-24
ORD-65479,CUST-3825,Europe,Office,33,35.55,USD,,2024-02-26
ORD-96591,CUST-2224,Europe,Fash. ,16,402.82,USD,DISC70,2023-08-18
ORD-25411,CUST-4192,Europe,Electronics,16,345.56,USD,,10/08/2024
ORD-24627,CUST-2751,Europe,Home & Kitchen,47,119.46,EUR,,2023-05-18
